id,Nombre,Origen,Mitologia,Tipo,Descripcion,Poderes,Lore
105,Tsukuyomi,Asia Oriental,Japonesa,Dios,Dios de la luna en la mitología japonesa,Control lunar; separación del día y la noche; inmortalidad,Tsukuyomi mató a la diosa del alimento Ukemochi cuando esta preparó la comida de manera que él consideró impura vomitando los alimentos del mar boca y cuerpo. Amaterasu furiosa por la muerte de su mensajera declaró que nunca volvería a mirar a Tsukuyomi por lo que el sol y la luna desde entonces viajan separados nunca juntos en el cielo. Esta separación explica por qué el día y la noche son mundos distintos que nunca se encuentran.
106,Raijin,Asia Oriental,Japonesa,Dios,Dios del trueno y los relámpagos,Control de truenos y relámpagos; lluvia; inmortalidad,Raijin era frecuentemente representado rodeado de tambores que golpeaba para producir el trueno. En el folklore japonés se decía que Raijin comía ombligos de humanos durante las tormentas así que los niños debían cubrirse el abdomen cuando tronaba. Trabajaba en estrecha colaboración con su hermano Fujin el dios del viento y juntos causaban las tormentas de tifón que azotaban Japón. También se le rendía culto para obtener lluvias beneficiosas que fertilizaran los arrozales.
107,Fujin,Asia Oriental,Japonesa,Dios,Dios del viento,Control del viento; bolsa de los vientos; inmortalidad,Fujin era uno de los primeros seres en existir en la cosmología japonesa. Fue capturado por el dios Raijin y forzado a ayudar en la creación del mundo soplando las nubes de la vía láctea. Cargaba un gran saco que contenía todos los vientos del mundo y cuando lo abría podía desatar desde la brisa más suave hasta el tifón más devastador. Las pinturas japonesas lo representan como un ogro de aspecto feroz con el saco de vientos a sus espaldas.
108,Ryujin,Asia Oriental,Japonesa,Dios,Dios dragón del mar y señor del océano,Control de los mares; marea; joyas del flujo marino; inmortalidad,Ryujin gobernaba desde su palacio Ryugu-jo en el fondo del mar construido de coral cristal y perlas. Poseía las joyas de las mareas la Kanju que hacía subir la marea y la Manju que la hacía bajar. El héroe Urashima Taro lo visitó y fue agasajado pero cuando regresó a tierra encontró que habían pasado cientos de años. Ryujin es el abuelo mítico de los emperadores japoneses según algunas tradiciones y el origen de las escamas usadas en armaduras ceremoniales.
109,Inari,Asia Oriental,Japonesa,Dios,Dios de los zorros el arroz la agricultura y el comercio,Prosperidad; fertilidad; metamorfosis en zorro; inmortalidad,Inari es uno de los kami más venerados de Japón con santuarios innaricamente reconocibles por sus miles de torii puertas de color naranja. Sus mensajeros son los zorros kitsune a quienes se les ofrecen tofu frito abura-age. Inari puede manifestarse como hombre anciano mujer joven o andrógino. Preside el sake la forja de espadas los comerciantes y el éxito en general. El famoso santuario Fushimi Inari de Kioto tiene más de diez mil torii que cubren los senderos de la montaña.
110,Kitsune,Asia Oriental,Japonesa,Criatura,Zorro sobrenatural de múltiples colas con poderes mágicos,Metamorfosis; ilusiones; fuego kitsune; poder crece con cada cola,Un kitsune gana una cola adicional por cada cien años de vida acumulando así sabiduría y poder. Los más poderosos tienen nueve colas y se vuelven plateados o dorados. Pueden transformarse en humanos especialmente en mujeres hermosas y a veces se casan con hombres humanos. Si el esposo descubre su naturaleza real la kitsune debe abandonarlo aunque puede volver a visitar a sus hijos. Se creía que la habilidad para distinguir a una kitsune humana de una verdadera era ver su sombra que siempre tenía forma de zorro.
111,Tengu,Asia Oriental,Japonesa,Criatura,Ser alado mitad hombre mitad pájaro guardián de los bosques,Vuelo; artes marciales sobrehumanas; magia; ilusiones,Los Tengu eran originalmente considerados presagios nefastos de guerra. Con el tiempo su imagen evolucionó: los Dai-tengu los tengu mayores se convirtieron en maestros espirituales y en instructores de artes marciales. El legendario guerrero Minamoto no Yoshitsune aprendió las artes de la espada de un Tengu. Los Tengu protegían los bosques de montaña y castigaban a los monjes arrogantes o corruptos con ilusiones aterradoras pero también podían premiar a los humanos virtuosos con sus enseñanzas.
112,Oni,Asia Oriental,Japonesa,Criatura,Demonio japonés de gran tamaño y fuerza,Fuerza colosal; resistencia sobrehumana; magia oscura; inmortalidad,Los Oni guardianes del inframundo usan pieles de tigre y cargan mazas de hierro. En el festival de Setsubun los japoneses arrojan semillas de soja a los Oni al grito de Oni wa soto fuku wa uchi que significa Fuera los demonios dentro la fortuna. El Oni azul representaba la tristeza y la melancolía mientras el rojo simbolizaba el deseo y la ira. Con el tiempo algunos Oni se convirtieron en protectores de los templos y figuras benévolas que alejaban a los espíritus malignos.
113,Tanuki,Asia Oriental,Japonesa,Criatura,Mapache sobrenatural con poderes de transformación,Metamorfosis; ilusiones; prosperidad; magia,El Tanuki en las leyendas japonesas era conocido principalmente por sus habilidades de transformación y sus prodigiosas bolsas escrotales que representaban la buena suerte y la prosperidad. Las estatuas de Tanuki que se ven en las entradas de restaurantes y negocios muestran estas características estilizadas junto con un sombrero de paja un tokkuri de sake y un pagaré representando la promesa de buena fortuna. Los Tanuki a veces engañaban a los humanos transformándose en monedas de oro que se volvían hojas.
114,Kappa,Asia Oriental,Japonesa,Criatura,Criatura acuática con plato de agua en la cabeza,Fuerza sobrenatural; control del agua; poder residido en el plato craneal,El Kappa es una criatura acuática que debía mantener agua en el plato de su cabeza o perdería sus poderes. Aprovechaban esta debilidad los humanos que se inclinaban profundamente ante ellos ya que el Kappa respondía educadamente inclinándose a su vez derramando el agua. Era conocido por atraer a humanos al agua para ahogarlos y por su afición a los pepinos. Los que aprendían a coexistir con un Kappa podían recibir a cambio conocimientos de medicina y promesas de protección.
115,Yuki-onna,Asia Oriental,Japonesa,Criatura,Espíritu femenino del invierno y las tormentas de nieve,Control del frío y la nieve; congelación; invisibilidad; aliento mortal helado,La Yuki-onna aparecía en las noches de ventisca como una mujer alta y pálida de larga melena negra. A veces soplaba sobre los viajeros perdidos congelándolos instantáneamente con su aliento glacial. En otras versiones ofrecía refugio a los extraviados y los seducía absorbiéndoles el calor vital. Una versión popular cuenta que perdonó la vida de un joven haciéndolo jurar guardar silencio sobre el encuentro y años después reveló ser su propia esposa.
116,Baku,Asia Oriental,Japonesa,Criatura,Devorador de pesadillas con cuerpo compuesto de varios animales,Devorar sueños y pesadillas; protección durante el sueño; inmortalidad,El Baku tiene la trompa de un elefante los ojos de un rinoceronte la cola de un buey las patas de un tigre y el cuerpo de un oso según las diferentes tradiciones. Desde tiempos antiguos los japoneses invocaban al Baku al despertar de una pesadilla diciendo Devóratela oh Baku tres veces. Sin embargo devorar demasiados sueños podía causar que el Baku consumiera también los sueños y esperanzas positivas dejando a la persona vacía y sin aspiraciones.
117,Ryū,Asia Oriental,Japonesa,Criatura,Dragón japonés asociado al agua y la sabiduría,Control del agua y la lluvia; sabiduría; forma cambiante; vuelo,El Ryū japonés a diferencia del dragón europeo era un ser benévolo asociado con el agua la sabiduría y la buena fortuna. Carecía de alas pero volaba entre las nubes controlando la lluvia. Sus escamas brillaban como joyas y su barba flotaba majestuosamente. Los dragones japoneses habitaban en el fondo de ríos y mares y podían transformarse en humanos. Nueve tipos de dragón existían en la tradición japonesa cada uno con características y asociaciones distintas.
118,Sun Wukong,Asia Oriental,China,Héroe,El Rey Mono nacido de una piedra mágica,72 transformaciones; fuerza colosal; inmortalidad; bastón mágico Ruyi Jingu Bang,Sun Wukong el Rey Mono nació de una roca antigua fertilizada por el viento y el sol que llevaba siglos absorbiendo energía cósmica. Aprendió las artes inmortales de un maestro taoísta incluyendo las 72 transformaciones y la inmortalidad. Causó tal caos en el cielo que el Jade Emperor tuvo que llamar a Buda para contenerlo. Buda lo encerró bajo una montaña durante 500 años hasta que fue liberado para acompañar al monje Xuanzang en su viaje a la India a buscar las escrituras sagradas.
119,Nezha,Asia Oriental,China,Héroe,Niño dios guerrero con poderes de fuego y viento,Control del fuego; vuelo; ruedas de viento de fuego; lanza y brazalete mágicos,Nezha se rebeló contra su propio padre el comandante celestial Li Jing matando al hijo del Rey Dragón. Para no traer desgracia a su familia devolvió su cuerpo a sus padres y se reencarnó de un loto. Sus armas más famosas son el universo en su muñeca una banda de seda roja el anillo de fuego Qiankun Quan y las ruedas de viento de fuego en sus pies. Es el general de vanguardia del Jade Emperor y uno de los guardianes más populares del budismo chino.
120,Guanyin,Asia Oriental,China,Diosa,Diosa de la misericordia y la compasión budista,Compasión infinita; curación; mil brazos; omnisciencia; inmortalidad,Guanyin es la bodhisattva de la compasión que renunció a la iluminación final para quedarse en el mundo hasta que todos los seres sintientes alcanzaran la liberación. En China se transformó en una deidad femenina de inmensa popularidad. La leyenda dice que la princesa Miaoshan desobedeció a su padre para ser monja y cuando él enfermó gravemente ella sacrificó sus ojos y brazos para hacer la medicina que lo curó. Conmovida por su piedad Buda la transformó en Guanyin con mil brazos.
121,Jade Emperor,Asia Oriental,China,Dios,Soberano supremo del cielo en la mitología china,Gobierno de todos los seres; inmortalidad; poder supremo del cielo,El Jade Emperor gobierna el cielo como un emperador terreno gobierna China con una burocracia celestial de dioses menores funcionarios divinos y guardianes. Cada año al final del año lunar el dios del hogar Zao Jun asciende al cielo a reportarle el comportamiento de la familia. Para que haga un informe favorable las familias untan sus labios con miel antes de su partida. El Jade Emperor decide el destino de humanos y dioses y su corte divina es un espejo exacto de la corte imperial china.
122,Dragon Chino,Asia Oriental,China,Criatura,Dragón benevolente asociado al agua la sabiduría y la fortuna,Control del agua y la lluvia; vuelo; fortuna; metamorfosis; inmortalidad,El Dragón Chino Long era el símbolo del poder imperial y solo el emperador podía usar ropas bordadas con dragones de cinco garras. Controlaba las lluvias y los ríos y su ausencia causaba sequías. En el año nuevo chino los dragones de papel son paseados en procesión para atraer buena fortuna. Los dragones chinos eran tan benévolos que a veces donaban las perlas que llevaban bajo su mentón a los humanos virtuosos. La Gran Muralla China fue construida siguiendo el lomo de un dragón según la tradición.
123,Nüwa,Asia Oriental,China,Diosa,Diosa creadora que formó a los humanos con arcilla,Creación de humanos; reparación del cielo; metamorfosis; inmortalidad,Nüwa reparó el cielo cuando el pilar del noroeste se rompió durante una batalla entre los dioses Gonggong y Zhurong. Derritió cinco tipos de piedras de colores para remendar el agujero en la bóveda celeste. También acortó las patas de una tortuga gigante para usarlas como nuevos pilares. Antes de eso había creado a los seres humanos moldeando figuras de arcilla amarilla una por una. Cansada de hacer personas individuales sumergió una cuerda en la arcilla y la sacudió: las gotas se convirtieron en los plebeyos.
124,Erlang Shen,Asia Oriental,China,Dios,Dios guerrero de tres ojos sobrino del Jade Emperor,Tercer ojo que ve la verdad; 72 transformaciones; can sagrado; lanza divina,Erlang Shen era sobrino del Jade Emperor y poseía el Ojo de la Verdad en su frente que podía ver a través de cualquier disfraz o ilusión. Su perro Xiaotian o Perro Divino Celestial era tan feroz que capturaba demonios. Usó estos dones para competir con Sun Wukong en un duelo de transformaciones que duró largas horas en el que ambos adoptaron formas de animales plantas y objetos intentando engañarse mutuamente. También fue quien capturó a la madre del sol Chang Er.
125,Quetzalcóatl,Mesoamérica,Azteca,Dios,La Serpiente Emplumada creadora de la humanidad,Vuelo; sabiduría suprema; creación; control del viento y las nubes,Quetzalcóatl la Serpiente Emplumada creó a la humanidad de la era actual bajando al inframundo a recoger los huesos de generaciones anteriores y rociándolos con su propia sangre. También enseñó a los humanos la agricultura la escritura el calendario y las artes. Partió del mundo prometiendo regresar y esta profecía fue usada por Hernán Cortés para facilitar la conquista de México al presentarse como el dios retornado. El calendario azteca de 52 años estaba organizando en torno a su ciclo mítico.
126,Huitzilopochtli,Mesoamérica,Azteca,Dios,Dios del sol y la guerra en el panteón azteca,Control solar; guerra; renacimiento diario del sol; inmortalidad,Huitzilopochtli nació completamente armado de la diosa Coatlicue cuando esta fue fecundada por una bola de plumas. Sus hermanos los Centzon Huitznahua y su hermana Coyolxauhqui intentaron matarla pero Huitzilopochtli emergió del vientre materno listo para combatir desmembró a Coyolxauhqui lanzando su cabeza al cielo donde se convirtió en la luna y dispersó a sus hermanos que se convirtieron en las estrellas. Esta historia recreaba la salida diaria del sol venciendo a la luna y las estrellas.
127,Tlaloc,Mesoamérica,Azteca,Dios,Dios de la lluvia la fertilidad y el agua,Control de lluvia y tormentas; fertilidad agrícola; rayo; inmortalidad,Tlaloc era uno de los dioses más antiguos y temidos del panteón mesoamericano. Gobernaba no solo la lluvia benéfica sino también las inundaciones el granizo el hielo y los rayos. Sus ayudantes los Tlaloques eran pequeñas deidades de la lluvia que rompían sus ollas de agua para causar los diferentes tipos de precipitación. Tlaloc requería el sacrificio de niños cuyas lágrimas eran consideradas la lluvia más propicia. Los niños que morían ahogados o por enfermedades de agua iban a su paraíso Tlalocan.
128,Xipe Totec,Mesoamérica,Azteca,Dios,Dios de la agricultura la renovación y las estaciones,Renovación de la naturaleza; muerte y renacimiento; fertilidad,Xipe Totec el Señor Desollado presidia la renovación estacional de la vegetación. Su culto exigía que los sacerdotes se pusieran la piel de las víctimas sacrificiales y la llevaran durante veinte días simbolizando la capa de semillas de la tierra que se renueva cada primavera. Su festival Tlacaxipehualiztli celebrado en el segundo mes del calendario azteca incluía combates rituales entre guerreros capturados y sacerdotes armados. El maíz y otras plantas eran vistos como el proceso de desollamiento y renacimiento.
129,Coatlicue,Mesoamérica,Azteca,Diosa,Diosa madre de la tierra y la vida y la muerte,Control sobre la vida y la muerte; fertilidad; poder primordial,Coatlicue llevaba una falda de serpientes entrelazadas y un collar de manos y corazones humanos con un cráneo como colgante central. Era la dualidad absoluta: la vida que brota de la muerte. Cuando quedó preñada de Huitzilopochtli sus otros hijos la rechazaron creyendo que había deshonrado a la familia. Huitzilopochtli la protegió desde su vientre. Su estatua monolítica descubierta en 1790 bajo la Plaza Mayor de la Ciudad de México es una de las obras de arte más poderosas de Mesoamérica.
130,Tezcatlipoca,Mesoamérica,Azteca,Dios,Dios del cielo nocturno la magia y el conflicto,Omnisciencia; espejo humeante; magia oscura; inmortalidad,Tezcatlipoca el Espejo Humeante perdió su pie derecho cuando el monstruo primordial Cipactli se lo arrancó al inicio de la creación. Por eso a veces se lo representaba con un espejo obsidiana en lugar de pie. Usaba ese espejo para ver todos los pecados de la humanidad y para enviar pesadillas. Era el eterno adversario de Quetzalcóatl y la tensión entre ambos dioses generaba los ciclos de creación y destrucción del mundo. Sedujo y destruyó a la diosa de la fertilidad Xochiquetzal.
131,Xólotl,Mesoamérica,Azteca,Dios,Dios perro que guía a los muertos al inframundo,Guía de almas; forma canina; protección de los muertos; inmortalidad,Xólotl el dios perro sin pelo guiaba a los difuntos a través de los nueve niveles del inframundo Mictlán en un viaje que duraba cuatro años. Los perros xoloitzcuintles eran sacrificados y enterrados junto a sus dueños para servir de guías en este viaje. El propio Xólotl se transformaba en varios animales y objetos durante el viaje para ayudar al alma a superar los obstáculos de cada nivel. También fue quien se sacrificó para mantener el sol en movimiento en la era actual.
132,Mictlantecuhtli,Mesoamérica,Azteca,Dios,Señor del inframundo azteca,Control sobre los muertos; señor de Mictlán; inmortalidad,Mictlantecuhtli gobernaba Mictlán el noveno y más profundo nivel del inframundo junto con su esposa Mictecacíhuatl. Las almas que llegaban a su reino habían pasado cuatro años de viaje sorteando un río helado desiertos de viento cortante montañas que chocan y campos de viento de obsidiana. Mictlantecuhtli poseía los huesos de la humanidad anterior que Quetzalcóatl robó para crear la humanidad actual. Se lo representaba esquelético con el cráneo descubierto y cubierto de estrellas.
133,Cipactli,Mesoamérica,Azteca,Criatura,Monstruo primordial del mar del que se formó la Tierra,Poder primordial; devorar; cuerpo que forma el mundo,En el mito de la creación azteca los dioses Quetzalcóatl y Tezcatlipoca usaron el cuerpo de Cipactli para formar la tierra. Lo atrajeron con el pie de Tezcatlipoca como carnada y cuando Cipactli lo mordió lo sostuvieron hasta doblegarlo. Del lomo de Cipactli formaron la tierra con su boca la cueva del inframundo con sus ojos los pozos y estanques con su nariz las montañas. Cipactli sin embargo nunca murió del todo y su rugido constante de hambre se escucha en los movimientos de la tierra.
134,Ahuizotl,Mesoamérica,Azteca,Criatura,Criatura acuática azteca con mano en la cola que ahoga humanos,Atrapar con la mano caudal; ahogar; imitar llantos; vida acuática,El Ahuizotl habitaba en los lagos y ríos del Valle de México y era especialmente aterrador por la mano humana que tenía al final de su cola con la que agarraba a sus víctimas. Se lo comparaba con una nutria de agua oscura. Los cuerpos de sus víctimas aparecían sin ojos dientes y uñas que el Ahuizotl había extraído para comérselos. Aquellos que morían a manos del Ahuizotl eran aceptados en el paraíso de Tlaloc lo que convertía la muerte a sus manos en una suerte de bendición.
135,Kukulcán,Mesoamérica,Maya,Dios,Serpiente emplumada equivalente maya de Quetzalcóatl,Vuelo; sabiduría; control del viento; creación divina,Kukulcán que en maya significa serpiente de plumas de quetzal fue el dios más venerado del Yucatán. El Templo de Kukulcán en Chichén Itzá fue construido con tal precisión astronómica que durante los equinoccios de primavera y otoño el sol crea una sombra en la escalinata que simula el cuerpo de una serpiente emplumada descendiendo hacia la tierra. Los mayas creían que Kukulcán había venido del mar y regresaría por el mismo camino prometiendo volver en el futuro.
136,Ixchel,Mesoamérica,Maya,Diosa,Diosa de la luna la medicina y el tejido,Curación; control lunar; fertilidad; magia,Ixchel la Señora Arcoíris era adorada especialmente en la isla de Cozumel que era un importante centro de peregrinación femenino. Las mujeres mayas viajaban a Cozumel para consultar su oráculo antes del matrimonio y durante el embarazo. En su aspecto anciano se la representaba como una vieja con garras de jaguar y serpientes en la cabeza derramando agua de un jarro lo que causaba inundaciones y diluvios. En su aspecto joven era la diosa de la luna y la fertilidad.
137,Chaac,Mesoamérica,Maya,Dios,Dios de la lluvia y el trueno en la mitología maya,Control de la lluvia; rayos; fertilidad agrícola; inmortalidad,Chaac fue el dios cuyo favor los mayas más imploraban ya que sin lluvia no había cosecha y sin cosecha no había civilización. Tenía cuatro manifestaciones asociadas a los cuatro puntos cardinales cada una de un color diferente. Los chaacs o chaakoob eran una familia de dioses de la lluvia que vivían en las cuatro esquinas del mundo sosteniendo el cielo. Durante las sequías los sacerdotes realizaban elaborados rituales en lo alto de los templos soplando humo de copal hacia el cielo para invocarlo.
138,Huracán,Mesoamérica,Maya,Dios,Dios del viento la tormenta y el fuego,Control de huracanes; creación del mundo; fuego y viento,Huracán era uno de los creadores del Popol Vuh el libro sagrado de los quichés. Junto con Tepeu y Gucumatz creó el mundo en el principio pero los primeros humanos hechos de lodo se deshicieron y los hechos de madera carecieron de alma. En su tercer intento Huracán creó a los humanos perfectos de masa de maíz. El nombre Huracán dio origen a la palabra española y luego inglesa hurricane. En algunas tradiciones tenía tres formas: el rayo el canal del rayo y el rayo verde.
139,Ah Puch,Mesoamérica,Maya,Dios,Dios de la muerte y señor del inframundo maya,Control sobre la muerte; terror; inmortalidad; dominio del Xibalbá,Ah Puch o Kisin el Hediondo gobernaba el Xibalbá el inframundo maya junto con otros doces señores de la muerte. El Xibalbá tenía casas de tormentos: la Casa Oscura la Casa del Frío la Casa de los Jaguares la Casa del Fuego y la Casa de los Murciélagos. Los Héroes Gemelos Hunahpú e Ixbalanqué descendieron al Xibalbá disfrazados y derrotaron a Ah Puch y sus señores con astucia siendo los únicos mortales en lograrlo. Ah Puch era representado como un esqueleto con manchas negras de putrefacción.
140,Alux,Mesoamérica,Maya,Criatura,Pequeños espíritus mayas guardianes de campos y casas,Protección de terrenos; travesuras; magia; invisibilidad,Los Aluxes eran espíritus tan pequeños como niños creados por los ancestros mayas con arcilla para proteger los campos de maíz y las casas. Un campesino podía crear un alux con barro e invocaciones específicas y este trabajaría fielmente durante siete años. Al cumplirse ese plazo el campesino debía construirle una pequeña casa o casita de barro o el Alux se volvería travieso y malignó aterrorizando a quienes lo ignoraran. Los agricultores mayas contemporáneos aún les ofrecen comida para mantenerlos pacíficos.
141,Júpiter,Europa del Sur,Romana,Dios,Rey de los dioses romanos equivalente a Zeus,Control del rayo; gobierno divino; inmortalidad,Júpiter en los mitos romanos defendió el Capitolio de los galos invasores usando gansos sagrados que con su graznido alertaron a los guardias cuando los galos escalaban en silencio la colina durante la noche. También envió sus águilas como augurios para guiar las decisiones de los generales y los emperadores. El triunfo romano la ceremonia en que un general victorioso desfilaba por Roma era en esencia una procesión al templo de Júpiter para agradecerle la victoria.
142,Marte,Europa del Sur,Romana,Dios,Dios romano de la guerra y padre de Rómulo,Fuerza en batalla; estrategia militar; inmortalidad,Marte era el padre de Rómulo y Remo fundadores de Roma y por eso los romanos se consideraban hijos del dios de la guerra. En marzo su mes sagrado se realizaban elaboradas ceremonias guerreras. Los Salios sacerdotes de Marte bailaban por las calles golpeando escudos sagrados. A diferencia del violento Ares griego Marte era también dios de la primavera y la vegetación y se lo invocaba para proteger los campos antes de la siembra.
143,Venus,Europa del Sur,Romana,Diosa,Diosa romana del amor y la belleza,Atracción sobrenatural; control del amor; belleza divina; inmortalidad,Venus era especialmente venerada en Roma como protectora de Eneas y por tanto de toda la estirpe romana. Julio César se reclamaba descendiente suyo a través de su hijo Eneas. Le dedicó un templo en su foro. Era también la diosa de los jardines y de la pureza ritual en algunos aspectos. La Afrodita de Cnido escultura de Praxíteles fue la primera representación de una diosa desnuda de tamaño natural en el arte griego revolucionando la escultura occidental.
144,Mercurio,Europa del Sur,Romana,Dios,Mensajero de los dioses romanos dios del comercio,Velocidad extrema; vuelo; comercio; guiar almas; inmortalidad,Mercurio era el patrón de los comerciantes viajeros y ladrones y también el mensajero de los dioses igual que el griego Hermes. En el periodo romano se lo identificó con dioses mercantiles de todo el Imperio incluyendo el dios galo Esus y el germánico Wotan que era Odin. El primer día de la semana que le estaba consagrado dio nombre al mercredi francés y al miércoles español derivado de Mercuri dies el día de Mercurio.
145,Jano,Europa del Sur,Romana,Dios,Dios de los comienzos los finales y las puertas,Dos rostros que ven pasado y futuro; control de transiciones,Jano era único en el panteón romano sin equivalente en la mitología griega. Custodiaba todas las puertas los umbrales y los comienzos siendo invocado al inicio de cualquier empresa importante. En tiempos de guerra las puertas de su templo en el Foro Romano permanecían abiertas y solo se cerraban en tiempo de paz lo cual ocurrió muy pocas veces en la historia de Roma. El mes de enero lleva su nombre como el guardián del umbral entre el año viejo y el nuevo.
146,Saturno,Europa del Sur,Romana,Dios,Dios romano del tiempo la agricultura y la cosecha,Control del tiempo; fertilidad; prosperidad; inmortalidad,Saturno era el antiguo rey divino que gobernó durante la Edad de Oro cuando los hombres vivían sin trabajar sin enfermedades y sin guerra. Cuando fue derrotado por Júpiter se retiró al Lacio donde enseñó a los primitivos habitantes la agricultura y la civilización. Las Saturnalias su festival se celebraban en diciembre con banquetes intercambio de regalos y una inversión temporal del orden social donde los esclavos eran servidos por sus amos. Este festival influyó directamente en las tradiciones navideñas.
147,Neptuno,Europa del Sur,Romana,Dios,Dios romano del mar,Control del mar; terremotos; dominio de caballos; inmortalidad,Neptuno en Roma era originalmente un dios de las aguas dulces y la fertilidad antes de ser identificado con el Poseidón griego y asumir el dominio del mar. Los romanos que eran principalmente agricultores no tenían inicialmente una fuerte tradición marinera y por eso sus dioses del mar tenían características terrestres. Sus Neptunalia celebradas en julio con chozas de ramas a orillas del río eran fiestas del agua dulce para pedir protección contra el calor veraniego.
148,Plutón,Europa del Sur,Romana,Dios,Dios romano del inframundo y la riqueza,Control sobre los muertos; riqueza subterránea; invisibilidad; inmortalidad,Plutón en la mitología romana controlaba no solo los muertos sino también las riquezas del subsuelo los metales preciosos y las raíces de los cultivos. Su nombre significa el Rico y a diferencia del sombrío Hades griego tenía aspectos más positivos como dador de riqueza agrícola. Junto con su esposa Proserpina la Perséfone romana juzgaban a los muertos asistidos por tres jueces. El filósofo Platón argumentó que Plutón era en realidad el sabio que atraía a las almas filosóficas a su reino.
149,Diana,Europa del Sur,Romana,Diosa,Diosa romana de la caza y la luna,Caza perfecta; control lunar; protección de vírgenes y animales; inmortalidad,Diana fue protectora de Roma en su colina del Aventino donde su templo era el centro de una liga de ciudades latinas. A diferencia de Artemisa era también una diosa accesible a los esclavos y los plebeyos que no podían acceder a los grandes templos. En Nemi había un santuario donde el sacerdote Rex Nemorensis el rey del bosque tenía que defender su cargo en combate singular contra todo challengers manteniendo una rama de árbol específica: un ritual que fascinó al antropólogo James Frazer.
150,Minerva,Europa del Sur,Romana,Diosa,Diosa romana de la sabiduría y las artes,Sabiduría; estrategia militar; artesanía; inmortalidad,Minerva era adorada en la Tríada Capitolina junto con Júpiter y Juno. Su templo en el Aventino era el centro de los gremios de artesanos y también el lugar donde los dramaturgos y poetas se reunían bajo su patrocinio. A diferencia de la guerrera Atenea griega Minerva era más conocida en Roma por sus aspectos artesanales y domésticos. El festival de las Quinquatrias en marzo duraba cinco días con competencias de músicos gladiadores y artesanos.
151,Juno,Europa del Sur,Romana,Diosa,Reina de los dioses romanos protectora de las mujeres,Magia; control del matrimonio; protección de Roma; inmortalidad,Juno la reina del cielo romano vigilaba especialmente el mes de junio que lleva su nombre y que era considerado el mes más propicio para contraer matrimonio. Como Juno Lucina presidía los partos y como Juno Moneta el dinero ya que su templo en el Capitolio albergaba la ceca de Roma del cual deriva la palabra moneda en español. Los romanos creían que cada mujer tenía su Juno personal análoga al Genius masculino que era la fuerza vital divina que residía en cada ser humano.
152,Vulcano,Europa del Sur,Romana,Dios,Dios romano del fuego y la forja,Control del fuego; forja de armas y armaduras divinas; inmortalidad,Vulcano tenía sus fraguas bajo los volcanes y los romanos creían que las erupciones eran la luz y el calor de su forja subterránea. Su festival las Vulcanalia se celebraba en agosto cuando el calor del verano era mayor y el riesgo de incendios más alto. Los romanos quemaban peces vivos en su honor para prevenir incendios. Forjó las armaduras de los dioses y los héroes incluyendo el escudo de Eneas que predijo el futuro de Roma grabado en imágenes.
153,Rómulo,Europa del Sur,Romana,Héroe,Fundador mítico de Roma divinizado tras su muerte,Fundación de ciudades; liderazgo; deificación; fuerza heroica,Rómulo y Remo fueron abandonados al nacer en el río Tíber por orden del rey Amulio que temía la profecía que decía que los gemelos derrocarían a los usurpadores. Fueron encontrados y amamantados por una loba y luego criados por un pastor. Adultos fundaron Roma pero disputaron sobre el lugar de la nueva ciudad. Rómulo mató a Remo que había burlado el límite sagrado. Rómulo gobernó Roma durante treinta y siete años hasta que desapareció en una tormenta y fue divinizado como el dios Quirino.
154,Eneas,Europa del Sur,Romana,Héroe,Héroe troyano y antepasado mítico de los romanos,Valentía; liderazgo; conexión divina con Venus; habilidad marcial,Eneas escapó de la Troya en llamas cargando a su padre anciano Anquises en los hombros y llevando de la mano a su hijo Ascanio. Vagó por el Mediterráneo durante años similar a la Odisea hasta llegar a Cartago donde la reina Dido se enamoró de él. Venus su madre y Mercurio le recordaron su destino en Italia y abandonó a Dido quien se suicidó maldiciéndolo. Finalmente llegó al Lacio donde sus descendientes fundaron Alba Longa de donde vendría Rómulo el fundador de Roma.
155,Morrigan,Europa del Noroeste,Celta,Diosa,Diosa triple de la guerra el destino y la muerte,Metamorfosis en cuervo; profecía de guerra; magia; presagio de muerte,La Morrigan a veces se manifestaba como una mujer lavando ropas en un vado un presagio de muerte para quien la viera. En la batalla de Mag Tuired combatió junto a los Tuatha Dé Danann contra los Fomorians. Se acercó al héroe Cú Chulainn en forma de mujer hermosa pero él la rechazó sin saber quién era. Furiosa la Morrigan lo atacó durante su combate transformándose en anguila toro y lobo para obstaculizarlo. Al final cuando Cú Chulainn moría se posó en su hombro en forma de cuervo.
156,Dagda,Europa del Noroeste,Celta,Dios,El dios padre de los Tuatha Dé Danann,Garrote mágico mata y resucita; caldero de abundancia; inmortalidad,"El Dagda poseía tres tesoros: su garrote que con un extremo mataba a nueve hombres y con el otro los resucitaba, su caldero del que nadie salía insatisfecho y su arpa que hacía sonar las estaciones en orden. Era descrito como gordo descuidado y con ropas demasiado cortas pero esta apariencia ridicula ocultaba una inteligencia y poder inmensos. Tenía innumerables aventuras amorosas y muchos hijos divinos. Era el protector de los druidas y el padre de las artes y los conocimientos sagrados."
